CODE_INSEE,techno,OPE,superficie,TOT.superficie,pct.superficie
97610,4G,OC,0,27929069.2409,0
97610,4G,OMT,0,27929069.2409,0
97610,4G,ORA,23600868.0971,27929069.2409,0.845028808283318
97610,4G,SMR,25862940.4706,27929069.2409,0.926022283360796
97610,4G,SRR,0,27929069.2409,0
97611,4G,DIG,0,41826911.1868,0
97611,4G,FRE,0,41826911.1868,0
97611,4G,OC,0,41826911.1868,0
97611,4G,OMT,0,41826911.1868,0
97611,4G,ORA,41031870.1538,41826911.1868,0.980992117026062
97611,4G,SMR,40062040.1591,41826911.1868,0.957805370331602
97611,4G,SRR,0,41826911.1868,0
97612,4G,DIG,0,16053716.6794,0
97612,4G,FRE,0,16053716.6794,0
97612,4G,OC,0,16053716.6794,0
97612,4G,OMT,0,16053716.6794,0
97612,4G,ORA,13463778.4095,16053716.6794,0.838670488484241
97612,4G,SMR,13189006.6219,16053716.6794,0.821554714418501
97612,4G,SRR,0,16053716.6794,0
97613,4G,DIG,0,21409342.8583,0
97613,4G,FRE,0,21409342.8583,0
97613,4G,OC,0,21409342.8583,0
97613,4G,OMT,0,21409342.8583,0
97613,4G,ORA,20200829.1814,21409342.8583,0.943552042447137
97613,4G,SMR,19200348.2812,21409342.8583,0.896821000451977
97613,4G,SRR,0,21409342.8583,0
97614,4G,DIG,0,18373666.0947,0
97614,4G,FRE,0,18373666.0947,0
97614,4G,OC,0,18373666.0947,0
97614,4G,OMT,0,18373666.0947,0
97614,4G,ORA,18322570.4278,18373666.0947,0.99721908155745
97614,4G,SMR,18371017.9925,18373666.0947,0.999855875132031
97614,4G,SRR,0,18373666.0947,0
97615,4G,DIG,0,4364399.30972,0
97615,4G,FRE,0,4364399.30972,0
97615,4G,OC,0,4364399.30972,0
97615,4G,OMT,0,4364399.30972,0
97615,4G,ORA,4363410.80248,4364399.30972,0.999773506691333
97615,4G,SMR,4322783.3423,4364399.30972,0.990464674639803
97615,4G,SRR,0,4364399.30972,0
97616,4G,DIG,0,11001052.9697,0
97616,4G,FRE,0,11001052.9697,0
97616,4G,OC,0,11001052.9697,0
97616,4G,OMT,0,11001052.9697,0
97616,4G,ORA,10867958.6127,11001052.9697,0.987901671106704
97616,4G,SMR,10999510.8277,11001052.9697,0.999859818691515
97616,4G,SRR,0,11001052.9697,0
97617,4G,DIG,0,34247176.9383,0
97617,4G,FRE,0,34247176.9383,0
97617,4G,OC,0,34247176.9383,0
97617,4G,OMT,0,34247176.9383,0
97617,4G,ORA,33878327.0424,34247176.9383,0.989229772235985
97617,4G,SMR,32140039.246,34247176.9383,0.938472660210906
97617,4G,SRR,0,34247176.9383,0
